seller_id,qty_order_by_seller
a17f621c590ea0fab3d5d883e1630ec6,65
8ae520247981aa06bc94abddf5f46d34,65
ce248b21cb2adc36282ede306b7660e5,65
d566c37fa119d5e66c4e9052e83ee4ea,65
1838dd9b8977065acf51d95e0053ea7a,64
951e8cef368f09bb3f3d03c00ca4702c,64
76d64c4aca3a7baf218bf93ef7fa768d,64
beadbee30901a7f61d031b6b686095ad,64
6039e27294dc75811c0d8a39069f52c0,64
4c18691b6037662be2df78a765d98ab5,63
520b493b57809f446cb0a233bb3e25c7,63
5058e8c1e82653974541e83690655b4a,63
96493fab2fbb13a14d0c0e8772eef5c3,63
5b925e1d006e9476d738aa200751b73b,63
b372ee768ed69e46ca8cdbd267aa7a38,63
cce6ab8d1682639fe45ab70234f1665f,63
91f848e9f4be368f4318775aac733370,63
7a241947449cc45dbfda4f9d0798d9d0,62
b6d44737c043328708f6749c2dbe50bd,62
05d2173d43ea568aa0540eba70d2ca76,62
715bbd5ba4e6b74cb0d2f29eb45058b0,62
5f1dc28029d2c244352a68107ec2b542,62
b92e3c8f9738272ff7c59e111e108d7c,62
75d34ebb1bd0bd7dde40dd507b8169c3,62
e62b2d6ac10570a035a30bafcf01d263,62
fcb5ace8bcc92f75707dc0f01a27d269,62
57e632711dec9ec14ca7546769483e7e,62
06579cb253ecd5a3a12a9e6eb6bf8f47,62
4e17c65a516f69d023a2ae78b84f28d6,61
0c7533c71df861ec58ad7ff999ed0e8d,61
116ccb1a1604bc88e4d234a8c23f33de,61
aced59e9b31ef866a94f9e7f29d8d418,61
058fd0aa2bfdb2274e05e1ae971dabb6,61
d57e18d5f73c7ccb7f7339b61166898d,61
01cf7e3d21494c41fb86034f2e714fa1,61
fffd5413c0700ac820c7069d66d98c89,60
05f51e13da97139648b8125c31e5f51b,60
d650b663c3b5f6fb392b6326366efa9a,60
709e16e2b25c7474d980076c6bfc4806,60
f7720c4fa8e3aba4546301ab80ea1f1b,60
582d4f8675b945722eda7c0cb61ba4c7,59
c6bda72e4dbf5c5866b13cb1810c6d03,59
7681ef142fd2c19048da7430856b5588,59
3bdff180c7e1f6551a643b99c265a120,59
45d33f715e24d15a6ccf5c17b3a23e3c,59
05ff92fedb5be47920fea08e501238b9,59
3078096983cf766a32a06257648502d1,59
c864036feaab8c1659f65ea4faebe1da,58
1eade46fba20122dc4aefb379f8c636b,58
6d803cb79cc31c41c4c789a75933b3c7,58
376a891762bbdecbc02b4b6adec3fdda,57
4992e76a42cb3aad7a7047e0d3d7e729,57
e882b2a25a10b9c057cc49695f222c19,57
17f51e7198701186712e53a39c564617,56
8a130737016f838139d31878787a39c9,56
7d456afc660226829370f3173d14520c,56
1b8356dabde1d35e17cef975c3f82730,56
062ce95fa2ad4dfaedfc79260130565f,55
6c177e38df6d3f34182b1f1d427231bf,55
b17b679f4f5ce2e03ce6968c62648246,55
cc63f0dd2acba93ffed4fe9f8e0321fa,55
fa1a9dec3a9940c072684a46728bf1fc,55
dc317f341ab0e22f39acbd9dbf9b4a1f,55
3df020b72d3d44b3af9d110fa3940b65,55
f214d28e8d8e3ef068748498ccc2f813,54
e067ad2c1c0b48758eb1b5228bcf7a68,54
d9bd94811c3338dceb4181f3dbc0c73e,54
2dee2ce60de9709b1a24083217181a1f,54
a5cba26a62b8b4d0145b68b841e62e7f,54
750303a20e9c56b2a6bc45cdce0b897d,54
a888faf2d1baececa6baf9c3d603ee1f,54
751bdc4d83a466c7206cd42e8f426b03,54
d9a84e1403de8da0c3aa531d6d108ba6,54
7202e2ba20579a9bd1acb29e61fe71f6,53
3504c0cb71d7fa48d967e0e4c94d59d9,53
23d7c96d4a1160db1c726b248601b25a,53
624f4ece8da4aafb77699233d480f8ef,53
e24fc9fcd865784fb25705606fe3dfe7,52
2a7dc43cecabf23403078e2188437d1d,52
2b3e4a2a3ea8e01938cabda2a3e5cc79,52
318f287a62ab7ac10b703ac37435a231,52
95f83f51203c626648c875dd41874c7f,52
2a1348e9addc1af5aaa619b1a3679d6b,52
002100f778ceb8431b7a1020ff7ab48f,51
2a261b5b644fa05f4f2700eb93544f2c,51
048c2757535328e0d7dac690ad3c0aae,51
0d85bbda9889ce1f7e63778d24f346eb,51
b1a81260566c1bac3114a6d124413f27,51
0b35c634521043bf4b47e21547b99ab5,51
a6fe7de3d16f6149ffe280349a8535a0,51
602044f2c16190c2c6e45eb35c2e21cb,50
50c9975695009e5e6473912e83a6d1da,50
abe42c5d03695b4257b5c6cbf4e6784e,50
09f952a5f58d2285b0372551ae8f9b01,50
cb3dd9ce66268c7a3ca7241ac70ab58c,50
ea566164622c6b439516ab18062c42cd,50
165fc07beebdcb6190fba8a06db2a449,50
25cf099de44674fde97473224f9d59ab,50
994f04b3718c2bab35c2adfa8afecd2a,49
8b9d6eec4a7eb7d0f9d579ce0b38324d,49
138dbe45fc62f1e244378131a6801526,49
729b2d09b2a0bdab221076327f13d050,49
2a5b78b41cd05baeac8df54c6606b92c,49
56642bcb79900e777d68e91915cb4267,48
aae3bfea055532c57fb453ed3ec80b30,48
4c498c7345e89aebad651544829beca0,48
0ef83d7d83ed97cd2a0049ac8be5f88a,48
4c03b9dd4c11ee2cb35c96c49efc9420,48
9b00ed88b7fdb95d6ff76e27c1b52d16,47
83e197e95a1bbabc8c75e883ed016c47,47
db2956745b3a8e9f3785c99f34b5d25e,47
efcd8d2104f1a05d028af7bad20d974b,47
0691148aee60ca47977c187804f935ae,47
ff1fb4c404b2efe68b03350a8dc24122,46
afe0067131b73e40875c9b6c10bd2e21,46
fdb9095204a334cd8872252ffec6f2db,46
432c37c9dfba871172ec162e20118b8c,46
3bb548e3cb7f70f28e3f11ee9dce0e59,46
ede0c03645598cdfc63ca8237acbe73d,46
382229d1e840115ffe3dbf5ff460e417,46
381c83fdca332ea6afd896da20bf6e4a,46
81f89e42267213cb94da7ddc301651da,46
c66dccfb3f109511246da627dd5a2498,45
bccf933e006e9b94a6184af782963e77,45
abcd2cb37d46c2c8fb1bf071c859fc5b,45
c68fb906c8f4b4b946d8386bfa6e5467,45
b32be1695eb7ec5f10f72d9610a12527,45
870d0118f7a9d85960f29ad89d5d989a,45
f680f85bee2d253556ac91be391d2c82,45
903037660cf848a717166eb7a06d616e,45
b8bc237ba3788b23da09c0f1f3a3288c,45
6b90f847357d8981edd79a1eb1bf0acb,45
406822777a0b9eb5c50e442dd4cd3ec5,45
99a54764c341d5dc80b4a8fac4eba3fb,45
b39d7fe263ef469605dbb32608aee0af,44
4da0e408c99d2fdc2126dc9fce518060,44
b410bdd36d5db7a65dcd42b7ead933b8,44
2d50d6282f8aa2257819a77bfaa0efe0,44
6f892e20a171e98efe17fdb971ff319b,44
a2e874074c877c5a05abae80ad6e488f,44
b18dc380845b24038cfc48006478f099,44
cd06602b43d8800bd0afad514919d35c,44
58f1a6197ed863543e0136bdedb3fce2,44
02f623a8eb246f3c5f7c2f96462654e6,44
ad781527c93d00d89a11eecd9dcad7c1,44
2089a6d640999f9b9141ac719b2af596,44
acce39e832338debb07b02385cde5967,44
c9aafcd0621b2207c10e32c649cada4d,44
f789d2c4f2c2eb38fc4373e7a4b35264,44
835f0f7810c76831d6c7d24c7a646d4d,44
e0a366315b1b726b6c7832d664c0f530,43
3d8fa2f5b647373c8620330c4e077a9f,43
ef990a83bbea832f36ebe81376335aa8,43
9add47bf45ce8e8c7db6b9cf670b1e09,43
0ed6ce5d87fd9c69eaacaeb778d67235,43
33a17d60c64393351ebf1ef860f4e0f2,43
31344c16881c08a8a72c6d2eb29918c1,43
5f3ae9136c875522250f8184f253413a,43
1da366cade6d8276e7d8beea7af5d4bf,43
834f8533b2ecb6598dd004ff3de7203a,43
3f995f07c49d0d55a99d5c54957f7d81,43
e63e8bfa530fb16910dd6956e592bb81,42
bacb1f0ed56ad24198f5810d2b3fe9a5,42
ad420dd0c4f92f8af951ac24b86d0cf5,42
4559697a8f7e637227c2eeaed843baff,42
c847e075301870dd144a116762eaff9a,42
82e0a475a88cc9595229d8029273f045,42
1d4587203296c8f4ad134dc286fa6db0,42
c013e57c075a06e5b5c48ee03c525719,42
dc8798cbf453b7e0f98745e396cc5616,41
dd533b429f380718b70ad9922c294bae,41
7dc8c42cc750eeafea6c85712ffee9bf,41
c60b801f2d52c7f7f91de00870882a75,41
d66c305afaec317ebee552073a674429,41
43f8c9950d11ecd03a0304a49e010da6,41
23c38debaffe4a25a30fdbd9b586a13f,41
3f3486b61f45078d4f31ee5e43d8c5bb,40
6df688df543f90e9b38f4319e75a9d88,40
83deb69e889cf80f82be1dc6d5f2d486,40
b56906f7fd1696e043f1bcce164c487b,40
daeb5653dd96c1b11860f72209795012,40
b1ac6ea7895bc3dd6f0f6f4abbdd2821,40
1ce3ae5a399804d1a87e706f8a813c3e,40
d1b65fc7debc3361ea86b5f14c68d2e2,40
20d83f3ef0e6925fd74bfd59170babf7,40
34d1ca11b242c0fee2c834ae8d788566,40
75fbb52eda0cbc24f479d3b2fbfa8d3e,40
55a5b51f93f2b70ea513f5a047b0262a,39
0cbcee27c791afa0cdcb08587a2013a8,39
0bf0150d5b9d60d9cd2906003332f085,39
cee48807215b30a12ca2ca10ffb5f250,39
d23019c84ffae2d5ef2270367b8605fc,39
5a93f3ab0ef4c84ed5e1b5dbf23978bc,39
113e3a788b935f48aad63e1c41dac1bd,39
b94cc9f10ddc85e4ba73a6f7974e7101,39
5b8154610ebb21fb90eb587365e673df,38
7f7b8245c336066a1f9933c359f11d77,38
e2aee0892199b1d92530e371abd825bf,38
45ba18c210d42734ec52c0c1c574e9ee,38
96804ea39d96eb908e7c3afdb671bb9e,38
ba90964cff9b9e0e6f32b23b82465f7b,38
0176f73cc1195f367f7b32db1e5b3aa8,38
6338ea67c41078a46ad99cc009654956,37
594f9aaa48e5bf431f011ddc5669b0d5,37
63b464dbf392c7b80d12d932fa7cafed,37
3fd1e727ba94cfe122d165e176ce7967,37
3c03b12bab54d8b37d79d914bfdb1aa0,37
66dc1b1632bd6a3e508510c5b3492107,37
14d7985702e72162bbf13b6beb74ab2b,37
718539d38d07dd351c76db862760e2e2,37
ec8879960bd2221d5c32f8e12f7da711,36
31561f325664a8a7aba4c8d0c3a9b3db,36
26d8a1c7c75d513045798992ead43aa2,36
3586b8580d9c917874e053a1bb37b5ff,36
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,36
325f3178fb58e2a9778334621eecdbf9,36
3ab971ce71839580d2ae5b4e40fe8044,36
32b8764b4ef628b53608fc34011fcc13,36
bba74270a87732727b5a3b4fd9ac1c39,36
99002261c568a84cce14d43fcffb43ea,36
f181738b150df1f37cb0bd72e705b193,36
e8f6dc8e6a1dcde89d20e3995c8d90b3,36
bd4889b5e9133b35b66e42a8665cea5c,36
240b9776d844d37535668549a396af32,36
bf84056e679dbe9c69929847a40e338f,36
5cbbd5a299cab112b7bf23862255e43e,36
71039d19d4303bf9054d69e9a9236699,35
bf3c6d2a28b2b5501e6c15448982dcc9,35
42bde9fef835393bb8a8849cb6b7f245,35
fde0cc9ea29c8ccfc0a2c22256a58c71,35
e49c26c3edfa46d227d5121a6b6e4d37,35
6a0cbc8af2e8abd1bdfb777943d174c6,35
dd55f1bb788714a40e7954c3be6df745,35
93dc87703c046b603023e75222018b45,35
6fc26fe110feebd80a433e1f012a84f9,35
65febd49fd28ec955651299159b1f527,35
11305281b50fff20ae8bb473f8e11876,35
33ac3e28642ab8bda860a2f693000e78,34
b90e891671cffd9557f33a97dc523645,34
d3f39f05462b79a4562d35893a28f159,34
d5ba419e26d246a0719437cf37d9b46d,34
5b179e9e8cc7ab6fd113a46ca584da81,34
a3dd39f583bc80bd8c5901c95878921e,34
5160d23075764e18e07c1f4a87fad743,34
e96498ed8daaa3e9c23f7a62da76591c,34
b335c59ab742f751a85db9c411a86739,33
b839e41795b7f3ad94cc2014a52f6796,33
